36,48,44,41,40,19,38,38,46,61,60,39,44,48,58,49,43,40,48,48
37,54,56,32,39,31,41,21,35,82,52,44,51,39,51,12,26,44,34,28
41,32,80,20,29,23,40,59,44,48,96,41,29,32,20,33,17,5,41,47
13,24,88,32,1,15,40,96,56,64,72,19,41,52,25,38,19,1,36,48
8,20,60,20,20,24,52,20,29,48,56,31,48,26,20,48,20,37,36,68
33,19,64,29,23,24,28,23,36,60,60,43,49,34,28,36,24,19,35,32
41,19,84,20,52,6,20,12,26,72,64,57,51,45,44,20,24,1,41,20
35,21,52,45,52,13,19,19,38,48,64,40,43,31,31,50,31,39,33,24
40,22,68,60,44,17,32,23,31,40,52,23,18,34,26,60,27,56,34,28
36,20,40,60,20,16,30,34,27,64,56,15,35,47,20,60,20,40,36,40
36,19,76,60,20,10,20,39,32,56,52,15,38,34,20,60,24,68,31,20
42,21,52,60,20,25,32,36,28,32,44,40,37,32,23,60,31,44,39,18
33,19,56,60,20,15,32,23,31,72,60,40,27,34,20,60,24,52,42,21
48,24,64,60,42,22,55,45,18,64,64,29,33,30,38,60,34,60,29,29
37,18,52,60,60,15,31,45,47,48,40,31,31,22,45,60,28,52,36,27
41,14,68,60,20,14,20,45,21,56,76,34,31,38,45,60,44,68,25,33
42,10,84,60,20,24,20,45,30,56,56,25,53,22,45,60,60,56,32,29
27,57,64,60,20,0,20,45,37,48,72,21,22,46,45,60,64,44,37,24
21,60,52,60,24,12,19,45,19,76,52,33,49,40,45,60,48,44,35,14
29,20,68,60,20,41,20,45,14,48,48,25,29,23,45,60,20,48,31,40
46,19,56,60,24,36,19,45,18,52,40,21,30,29,45,60,24,52,23,27
42,13,68,60,20,29,20,45,12,72,52,15,6,20,45,60,48,52,27,67
42,17,44,60,20,39,20,45,17,32,60,16,31,33,45,60,40,52,27,52
40,40,64,60,20,35,20,45,29,76,48,5,34,30,45,60,28,24,24,32
35,18,68,60,24,36,19,45,5,48,28,44,28,29,45,60,28,36,34,28
33,17,48,60,20,29,20,45,16,32,48,28,24,17,45,60,44,44,26,44
38,30,40,60,18,20,20,45,20,36,56,44,25,32,45,60,20,44,27,20
40,20,32,60,20,28,37,45,38,32,40,32,28,14,45,60,44,44,37,22
39,18,40,60,28,20,20,45,23,52,56,44,24,13,45,60,56,36,17,35
40,15,40,60,28,28,20,45,41,44,32,36,13,17,45,60,40,48,22,22
39,23,20,60,27,21,38,45,32,44,40,36,28,21,45,60,44,20,21,39
30,15,44,60,20,20,23,45,32,36,52,40,21,22,45,60,20,56,22,35
41,19,28,60,24,21,33,45,32,36,52,40,22,11,45,60,28,40,37,27
36,27,44,60,44,28,24,45,60,32,28,32,14,3,45,60,24,36,33,30
32,17,24,60,20,34,27,45,32,32,56,48,13,16,45,60,20,44,30,37
38,15,40,60,20,35,29,45,40,28,44,28,22,23,45,60,20,44,33,21
27,25,48,60,35,20,59,45,28,32,32,48,32,17,45,60,20,56,27,21
36,35,40,60,20,24,29,45,24,28,64,48,15,22,45,60,19,32,24,15
20,28,28,60,28,26,24,45,31,28,32,32,15,13,45,60,24,24,29,33
21,40,24,60,32,25,24,45,36,24,24,36,37,9,45,60,19,32,19,32
22,24,28,60,32,16,20,45,44,32,24,24,28,14,45,60,24,40,21,23
35,28,20,60,28,22,25,45,28,24,40,32,20,24,45,60,23,32,26,20
21,24,36,60,24,26,24,45,28,52,28,32,27,16,45,60,22,44,30,11
32,23,20,60,24,17,26,45,40,24,28,32,32,28,45,60,20,40,21,11
27,19,36,60,24,24,32,45,28,20,28,28,24,25,45,60,22,40,21,35
31,20,24,60,24,23,37,45,32,32,44,32,41,30,45,60,24,36,32,20
36,24,24,60,24,26,28,45,40,52,28,28,36,16,45,60,20,28,24,29
25,24,28,60,24,6,20,45,36,28,24,40,40,4,45,60,25,52,29,40
